Date,Ticker,Close,Target_Risk,pred_logistic,proba_logistic,pred_rf,proba_rf
2025-08-28,BBVA,15.555,0,1,0.5288415964041512,0,0.3333979121012164
2025-08-29,BBVA,15.49,0,0,0.4482079393379817,0,0.33197750362633544
2025-09-01,BBVA,15.6,0,0,0.4859725838930184,0,0.34257546512952036
2025-09-02,BBVA,15.44,0,0,0.4647031988113748,0,0.2919998592177012
2024-06-03,BKT,8.158,0,1,0.6105070072610814,0,0.24228897085959517
2024-06-04,BKT,7.814,0,1,0.6202468724264505,0,0.19054828760793951
2024-06-05,BKT,7.608,0,1,0.6022889547548884,0,0.17942985433353686
2024-06-06,BKT,7.832,0,1,0.5319605780984482,0,0.1849563802956292
2024-06-07,BKT,7.926,0,1,0.5386175646987236,0,0.21472041016275284
2024-06-10,BKT,7.962,0,1,0.5434510898988151,0,0.1941738171807753
2024-06-11,BKT,7.778,0,1,0.5894819527064942,0,0.17950178941314598
2024-06-12,BKT,7.77,0,1,0.5596146733776659,0,0.1855534334861106
2024-06-13,BKT,7.65,0,0,0.4950863605051785,0,0.17572584086281917
2024-06-14,BKT,7.552,0,0,0.4932495248517673,0,0.1411770956009665
2024-06-17,BKT,7.634,0,0,0.4628821635667023,0,0.1410226314539539
2024-06-18,BKT,7.704,0,0,0.48979095416547935,0,0.16332871800370638
2024-06-19,BKT,7.836,0,0,0.48028835224029515,0,0.18373398257178933
2024-06-20,BKT,7.908,0,0,0.4857469045089029,0,0.14686248658437784
2024-06-21,BKT,7.658,0,1,0.5084692524835569,0,0.11708341036486508
2024-06-24,BKT,7.702,0,0,0.4850136357769467,0,0.10240730138059845
2024-06-25,BKT,7.712,0,0,0.4663302346372076,0,0.1426101793582705
2024-06-26,BKT,7.604,0,0,0.45077050562538784,0,0.13425994195317772
2024-06-27,BKT,7.6,0,0,0.4606854197199276,0,0.1459432076612015
2024-06-28,BKT,7.626,0,0,0.4475867411881027,0,0.137849894460508
2024-07-01,BKT,7.694,0,0,0.40301512565768544,0,0.1100736933968285
2024-07-02,BKT,7.642,0,0,0.3705938459881799,0,0.10377035264346143
